id,region_id,title,last_updated,year_founded,total_employees,mission,url,insiders_view,mini_description,alias
63525,9,Coinbase,2022-10-17T15:24:30Z,2012-01-01T00:00:00Z,1200,"Founded in June of 2012, Coinbase is a digital currency wallet and platform where merchants and consumers can transact with new digital currencies like bitcoin, ethereum, and litecoin. Our vision is to bring more innovation, efficiency, and equality of opportunity to the world by building an open financial system.",http://coinbase.com,[],"Coinbase is a secure platform that makes it easy to buy, sell, and store cryptocurrency.",/company/coinbase
54141,9,Capco,2022-09-30T18:07:17Z,null,,"Capco is a global management and technology consultancy dedicated to the financial services and energy
industries. We combine innovative thinking with unrivaled industry knowledge to offer our clients consulting expertise, complex technology and system integration, change management, transformation delivery and managed services, to move their organizations forward. Through our collaborative and efficient approach, we help our clients successfully innovate, increase revenue, manage risk and regulatory change, reduce costs and enhance controls to stay one step ahead of the competition. ",http://www.capco.com,[],,/company/capco
64082,9,LeagueApps,2022-10-04T17:00:03Z,2011-01-01T00:00:00Z,135,"LeagueApps is the operating system and community for youth and local sports leaders—providing them with the tools they need to manage and grow their organizations, and deliver amazing experiences to their members. Our Mission is to enable all kids to have great sports experiences. ",http://leagueapps.com/,[],LeagueApps is building a community in youth sports. ,/company/leagueapps
63661,9,DAT,2022-10-20T16:33:10Z,1978-01-01T00:00:00Z,500,"DAT is a market-leading tech company that has been at the leading edge of innovation in supply chain logistics for 44 years, deploying a suite of software solutions to millions of users every day. We operate the largest marketplace of its kind in North America, with 843 million searches in 2021, and a database of $137 billion of market data. DAT is headquartered in Denver, CO. We have a second campus in the Portland, OR area, where we got our start four decades ago, and we have additional offices in Springfield, MO and Bangalore, India.",https://www.dat.com/,"[{""name"":""Caleb"",""title"":""Principal Software Engineer"",""answer"":""We have an open door policy, good communication up the chain, and managers who genuinely care about seeing their employees' careers flourish. We have Professional Development Plans and do regular 1 on 1's with managers to discuss anything. I comfortably talk with my manager about career plans and steps we can take to get me there."",""attr_id"":309,""question"":""How does the company support your career growth?"",""image_fid"":1588623,""image_uri"":""public://2021-04/In2_43.png"",""image_bix_type"":""growth""},{""name"":""Jeannie"",""title"":""Analytics Program Manager"",""answer"":""It's exciting that we're moving into the Denver area because it shows our commitment to growth, innovation, and finding the right people to do the work that we see as the next steps to grow our brand.  The Denver office is \""next level.\"" It will push the technology boundaries in comparison to our traditional DAT products."",""attr_id"":310,""question"":""What projects are you most excited about?"",""image_fid"":1588624,""image_uri"":""public://2021-04/In5_31.png"",""image_bix_type"":""adyq""},{""name"":""Brian "",""title"":""Engineering Manager"",""answer"":""I empower my teams by creating a safe space where individuals at all levels can challenge and learn from each other. I believe that only when people are open and honest in their communication can the best solutions can be created"",""attr_id"":311,""question"":""How do you empower your team to be more creative?"",""image_fid"":1588625,""image_uri"":""public://2021-04/In4_31.png"",""image_bix_type"":""leadership""},{""name"":"""",""title"":"""",""answer"":"""",""attr_id"":312,""question"":"""",""image_fid"":0,""image_uri"":"""",""image_bix_type"":""experience""},{""name"":""Lindsay"",""title"":""Business Analyst"",""answer"":""Think one giant melting pot of friends working towards common goals. Over the years they've really become more like family. You'll always find people doing something to bring a smile to someone's face - whether a personal hand written note, \""Flannel Fridays\"", or team themes like Reefer Magnus from Transformers. You never know quite what to expect!"",""attr_id"":313,""question"":""What's something quirky about your company?"",""image_fid"":1588627,""image_uri"":""public://2021-04/In1_43.png"",""image_bix_type"":""culture""}]","World’s Largest Freight Marketplace & Information Provider
",/company/dat
64664,9,System1,2022-09-30T18:15:43Z,2013-01-01T00:00:00Z,300,"System1 operates the world’s most advanced Responsive Acquisition Marketing Platform (RAMP). The System1 RAMP enables us to build powerful brands across multiple consumer verticals, develop & grow our suite of privacy-focused products, and deliver high-intent customers to our advertising partners. 
",http://system1.com/,"[{""name"":""Jaime"",""title"":""DevOps Engineer"",""answer"":""Since joining System1, I've grown in both my technical abilities as well as my interpersonal abilities. I've been given the opportunity to steer a complex migration that spans across teams and then provided with the freedom to pursue solutions that have a real impact on the daily operations of our engineering team."",""attr_id"":309,""question"":""How does the company support your career growth?"",""image_fid"":1626388,""image_uri"":""public://2021-07/jaime (1)_0.jpeg"",""image_bix_type"":""growth""},{""name"":""Patch"",""title"":""Software Engineer"",""answer"":""I started out at System1 as a data analyst.   But as I discovered performance bottlenecks, I enjoyed digging deeper into how our systems were built, and even made small contributions myself.   Since then, I've been able to learn from my colleagues while using on-the-job training to grow my career,  now as a software engineer.  Never stop learning!"",""attr_id"":310,""question"":""How has your career grown since starting at the company?"",""image_fid"":1626389,""image_uri"":""public://2021-07/ESVPQHGR5-WU41M26UF-2bcd5aca1911-512.png"",""image_bix_type"":""adyq""},{""name"":""Alli"",""title"":""Account Manager"",""answer"":""I definitely never have the same day twice! I truly look forward to going to work and a big part of that is the variety of projects I get to work on and people I get to work with. While I love digging in on the latest anomaly in the data, I’m also a people person, and this role is really the perfect balance of screen time and face-to-face time."",""attr_id"":312,""question"":""What does your typical day look like?"",""image_fid"":1626390,""image_uri"":""public://2021-07/IMG_9801.jpeg"",""image_bix_type"":""experience""},{""name"":""Auryana"",""title"":""Online Marketing Analyst"",""answer"":""One thing that System1 really prides themselves on is company culture. We want everyone to feel like family at the company and nothing brings people together better than our social events.\r\nI enjoy attending events like LunchNLearns, team happy hours and anniversary or holiday parties because I learn  more about my teammates outside of the office."",""attr_id"":313,""question"":""What are some social events your company does?"",""image_fid"":1626391,""image_uri"":""public://2021-07/IMG_1365.jpeg"",""image_bix_type"":""culture""}]",System1 operates the world’s most advanced Responsive Acquisition Marketing Platform (RAMP).,/company/system1
64956,9,Upwork,2022-10-14T20:01:11Z,2004-01-01T00:00:00Z,,"Upwork is the world’s work marketplace, connecting millions of businesses with independent talent around the globe. We serve everyone from one-person startups to 30% of the Fortune 100 with a powerful, trust-driven platform that enables companies and freelancers to work together in new ways that unlock their potential.",https://www.upwork.com/,"[{""name"":""Meric"",""title"":""Regional Sales Manager"",""answer"":""I was fresh out of college when I joined Upwork. Upwork has supported my growth since day 1 and provided me an environment to truly be the best me. I get to use all of the passion that I have for this business with teammates and customers alike. I've grown more at Upwork in the last 4 years than I ever could have imagined. "",""attr_id"":309,""question"":""How has your career grown since starting at the company?"",""image_fid"":1745168,""image_uri"":""public://2022-10/Screen Shot 2021-10-13 at 8.48.14 AM.png"",""image_bix_type"":""growth""},{""name"":""Kirsten"",""title"":""Social Media Manager"",""answer"":""Upwork is incredibly supportive of employee professional development. From offering a yearly stipend and LinkedIn Learning memberships to encouraging conference attendance and regularly hosting fireside chats with industry experts, the company constantly encourages us to upskill, learn, and grow."",""attr_id"":310,""question"":""How does the company support your career growth?"",""image_fid"":1745169,""image_uri"":""public://2022-10/Kirsten Agnello-Dean.jpeg"",""image_bix_type"":""adyq""},{""name"":"""",""title"":"""",""answer"":"""",""attr_id"":311,""question"":"""",""image_fid"":0,""image_uri"":"""",""image_bix_type"":""leadership""},{""name"":""Mbaye"",""title"":""Sr. Program Manager, Enterprise Program Success"",""answer"":""I love the fact that while I have my day to day job responsibilities, I also have the opportunity to be one of the leaders of the Black Initiative Network. This role allows me to impact the culture at Upwork and outside of Upwork by improving hiring, retention, and career advancement of underserved communities."",""attr_id"":312,""question"":""What does your typical day look like?"",""image_fid"":1745170,""image_uri"":""public://2022-10/Screen Shot 2021-10-14 at 10.12.39 AM.png"",""image_bix_type"":""experience""},{""name"":"""",""title"":"""",""answer"":"""",""attr_id"":313,""question"":"""",""image_fid"":0,""image_uri"":"""",""image_bix_type"":""culture""}]",Upwork is the world’s work marketplace connecting businesses with independent talent.,/company/upwork
83019,9,Aristocrat,2022-10-21T14:25:08Z,null,6500,"Aristocrat Leisure Limited is an ASX20 listed company and one of the world’s leading providers of gaming solutions. We’re licensed in over 300 jurisdictions and operate in over 90 countries around the world. We’re also proud to have a team of over 6500 employees that deliver outstanding results by pushing the boundaries of innovation, creativity and technology each day. We offer a diverse range of products and services including electronic gaming machines, social gaming and casino management systems, but it doesn’t stop there. Despite our global presence and exponential growth, we remain an ideas company at heart that is committed to delivering outstanding results for our customers and players and an unparalleled experience for our employees, who have the opportunity to grow, be inspired and be the best they can be. Our values of Talent Unleashed, All About the Player, Collective Brilliance and Good Business, Good Citizen guide and inspire us to live our mission of bringing joy to life through the power of play – every day. Come and join us – let’s play!",https://www.aristocrat.com/,"[{""name"":""Shannon Leyden"",""title"":""Product Manager"",""answer"":""I’ve been able to access internal mobility early in my employment, finding a new role that suit my skills and my career goals. "",""attr_id"":309,""question"":""How has your career grown since starting at the company?"",""image_fid"":0,""image_uri"":"""",""image_bix_type"":""growth""},{""name"":""Liz Orola"",""title"":""Quality Assurance Manager"",""answer"":""If I tell someone I work at Aristocrat, then I get a funny look and a “what’s that?”. If I say I work for the company that makes the Buffalo Game, then instantly everyone knows what I am talking about. I get comments of “Buffaallloo” or “ I love that game.” Or “Oh that’s my favorite”.  "",""attr_id"":310,""question"":""What's something quirky about your company?"",""image_fid"":0,""image_uri"":"""",""image_bix_type"":""adyq""},{""name"":""Kim Rogers"",""title"":""Director, Game Design – Studio 54"",""answer"":""I’m always most excited about the next one. With each new game we create we look to build upon previous success, implement learnings for new opportunities, and provide the player with a new or unique experience. It’s during this creation phase where we define the foundation of the game - the emotions we want players to feel while playing."",""attr_id"":312,""question"":""What projects are you most excited about?"",""image_fid"":0,""image_uri"":"""",""image_bix_type"":""experience""},{""name"":""Chris Tisdale"",""title"":""Associate Architect"",""answer"":""The company has social events for all major holidays such our annual Christmas Party, Mardi gras, and Diwali where we get together as a group."",""attr_id"":313,""question"":""What are some social events your company does?"",""image_fid"":0,""image_uri"":"""",""image_bix_type"":""culture""}]",We're bringing joy to life through the power of play.,/company/aristocrat
82967,9,Maven Clinic,2022-10-20T15:39:53Z,2014-01-01T00:00:00Z,452,"Maven is the largest virtual clinic for women’s and family health, and has supported more than 10 million families through fertility, pregnancy and parenting journeys. Founded in 2014 by CEO Kate Ryder, Maven has been recognized as Fast Company’s #1 Most Innovative Health Company and is backed by some of the best investors in tech including Sequoia, OAK/HC FT, and Female Founders Fund. Recognized by Fortune as a Best Workplace in New York, Maven has also been named a Best Place to Work for Moms, Dads, and Parents Working Remotely.",https://bit.ly/MavenClinicCareersBuiltIn,[],"For fertility, pregnancy and parenting, Maven provides on-demand access to care wherever and whenever you need support.",/company/maven-clinic
63969,9,Ibotta,2022-09-29T20:39:44Z,2012-01-01T00:00:00Z,950,"Built in Denver, CO, Ibotta (""I bought a..."") is a free mobile shopping app that gives users cash back on groceries and more. Through our partnerships with brands and retailers like Procter & Gamble, Kraft Heinz, Kellogg, Amazon, Walmart, Target and Uber, we’ve delivered over $1 billion in cumulative cash rewards to our Savers. Guided by our values and our mission to make every purchase rewarding, we come to work energized by the business problems we get to solve, the technology we get to build, and the people we get to innovate (and have fun) with. Ibotta made Inc.’s 2021 list of the 5000 fastest-growing private companies in the U.S. for the fourth consecutive year. In 2019, we became the first mobile consumer technology company in Colorado to achieve $1B in valuation.",https://home.ibotta.com/work-with-us/careers/,"[{""name"":""Minh"",""title"":""Senior Engineering Manager"",""answer"":""In my time at Ibotta, I've held 3 distinct job titles across 4 very different roles - I'd say that qualifies as strong mobility!  I started as a Senior Engineer, then became an Engineering Manager, and now a Senior Engineering Manager all thanks to the plentiful opportunities and mentorship afforded to me.  "",""attr_id"":309,""question"":""How has your career grown since starting at the company?"",""image_fid"":0,""image_uri"":"""",""image_bix_type"":""growth""},{""name"":""Jawaan"",""title"":""Director, Data & Media Partnerships"",""answer"":""Ibotta believes that in order to feel motivated and inspired, you must have an opportunity to find fulfillment and satisfaction in your personal life."",""attr_id"":310,""question"":""How would you describe the company’s work-life balance?"",""image_fid"":1592486,""image_uri"":""public://2021-05/n5_96.png"",""image_bix_type"":""adyq""},{""name"":""Mike"",""title"":""Senior Engineering Director, Platform"",""answer"":""I focus on transparency and fostering a culture that centers around ownership. We have incredibly talented teams, made up of Engineers that are driven by solving problems. When given a challenge and the right context, they always come up with creative solutions that humble me and make Ibotta a company where I'm constantly able to learn and grow."",""attr_id"":311,""question"":""How do you empower your team to be more creative?"",""image_fid"":1653127,""image_uri"":""public://2021-10/Mike.jpeg"",""image_bix_type"":""leadership""},{""name"":""Becca"",""title"":""Platform Engineer"",""answer"":""For general questions or blockers, the engineering community is incredibly active and supportive on specialized Slack channels to get engineers unblocked. On project development cycles, my Project Manager sets meetings with relevant stakeholders as needed for planning and ongoing feedback cycles."",""attr_id"":312,""question"":""How do you collaborate with other teams in the company?"",""image_fid"":1592488,""image_uri"":""public://2021-05/n3_103.png"",""image_bix_type"":""experience""},{""name"":""Prachi"",""title"":""Senior Director, Client Partnerships "",""answer"":""The best part about Ibotta is the people that work here. It's humbling to be able to work with such talented and experienced team members who are all working towards a collective mission. I've been able to learn so much from my colleagues both on a professional and personal level, and they are 100% the reason that I enjoy coming into work everyday."",""attr_id"":313,""question"":""What’s the vibe like in the office?"",""image_fid"":1592489,""image_uri"":""public://2021-05/n1_106.png"",""image_bix_type"":""culture""}]",Ibotta is a free cashback app providing real cash for everyday purchases!,/company/ibotta
64332,9,Pax8,2022-10-05T12:44:10Z,2012-01-01T00:00:00Z,1160,"Pax8 is modernizing how partners buy, sell and manage cloud. As a born-in-the-cloud company, Pax8 simplifies the buying journey, empowering its partners to achieve more with cloud technology. The company’s technology displaces legacy distribution by connecting the channel ecosystem to its award-winning transactional cloud marketplace. ",http://pax8.com,"[{""name"":""Kelly"",""title"":""Account Executive 7 Co-Pilot"",""answer"":""Pax8 has taught me what the power of a solid and positive work culture can do for my motivation, confidence, personal growth and career growth. Being part of such a rapidly evolving environment has shown me how to be agile while remaining grounded, open minded while staying focused and has given me the opportunity to learn from some of the best."",""attr_id"":309,""question"":""What are some things you learned at the company?"",""image_fid"":1621913,""image_uri"":""public://2021-06/N2_41.png"",""image_bix_type"":""growth""},{""name"":""Ben"",""title"":""Manager of Cloud Development L2"",""answer"":""From the recruiting process until now I feel that Pax8 has supported me. Everyone, from executives down to entry level, is there to help and aid you in your growth. Pax8 is a family and they care about you and your growth within the company. Even now there is so much education, resources, people, and so much more here ready and willing to help."",""attr_id"":310,""question"":""How does the company support your career growth?"",""image_fid"":1621914,""image_uri"":""public://2021-06/N5_41.png"",""image_bix_type"":""adyq""},{""name"":""Veronica"",""title"":""Director of People Operations"",""answer"":""My vision is that all employees at Pax8 feel tied to our values, to the work we do holistically, and to their fellow employees. I want everyone here to feel that their contributions are valued. I want our people to feel they have challenging work each day, and at the same time have the resources they need to meet those challenges successfully."",""attr_id"":311,""question"":""What is your vision for the company?"",""image_fid"":1621915,""image_uri"":""public://2021-06/N4_41.png"",""image_bix_type"":""leadership""},{""name"":""Nadia"",""title"":""Manager of Quality Assurance"",""answer"":""Automation projects are what excites me the most. As a QA Engineer, this has helped sharpen my skills and prepare me for what automation testing brings. I believe automation is the way of the future. I’m eager to continue and learn how automation will improve Pax8’s ability to efficiently deliver the highest quality products in the fastest way."",""attr_id"":312,""question"":""What projects are you most excited about?"",""image_fid"":1621916,""image_uri"":""public://2021-06/N3_50.png"",""image_bix_type"":""experience""},{""name"":""Scott"",""title"":""VP of Engineering"",""answer"":""I would describe the vibe in the office as both fun as well as people getting things done. Another strong aspect of the vibe is collaboration. All of the engineering team's desks are on wheels. When people need to work together, they simply move their desks. It's very exciting what gets created when people collaborate together."",""attr_id"":313,""question"":""What’s the vibe like in the office?"",""image_fid"":1621917,""image_uri"":""public://2021-06/N1_62.png"",""image_bix_type"":""culture""}]",We Elev8 each other. We Advoc8 for our partners. We Innov8 continuously. We Celebr8 life. We're Pax8,/company/pax8
64296,9,OppFi,2022-10-11T17:52:50Z,2012-01-01T00:00:00Z,514,"We’re a leading fintech platform that provides accessible products and a top-rated experience to credit-challenged consumers. We have been an Inc. 5000 company for five straight years, a Deloitte’s Technology Fast 500™, and the seventh fastest-growing company in Chicagoland in 2021 as measured by Crain’s Chicago Business based on five-year growth rate. The company was also listed on the Forbes America 2021 list of America’s Best Startup Employers and the Built In’s 2021 Best Places to Work in Chicago. OppFi maintains an A+ rating from the Better Business Bureau (BBB) and maintains a 4.8/5 star rating with more than 14,000 online customer reviews, making it one of the top customer-rated financial platforms online. ",http://www.oppfi.com,[],,/company/oppfi
63809,9,Flex,2022-09-29T17:00:22Z,2019-01-01T00:00:00Z,230,"Flex is an early-stage, remote-first FinTech startup that is bringing flexible payments to recurring bills. Flex is a multi-bill platform. We began by revolutionizing rent — Americans’ largest recurring bill. Flex enables its users to pay rent and bills throughout the month on a schedule that better fits their finances. With Flex, everybody can better manage their bills and budget.",https://getflex.com/,"[{""name"":""MJ Oommen"",""title"":""Head of Partner Success"",""answer"":""Career growth can be attributed to a variety of factors. It starts with possessing the core components of authenticity, integrity, being collaborative, innovative, and a person of excellence. These components are foundational to career growth. To build on that foundation, individuals communicating their vision and goals for themselves at Flex would"",""attr_id"":309,""question"":""What does career growth look like on your team?"",""image_fid"":1707137,""image_uri"":""public://2022-06/MJ_gallery_easter_2019_JJS_5284.jpg"",""image_bix_type"":""growth""},{""name"":""Share Dhami"",""title"":""VP of People"",""answer"":""As a remote friendly company, Flex believes in flexibility in where and how our people work, but we know that remote work across multiple time zones can often come with atypical working hours.  We utilize a suite of collaboration tools to make asynchronous work easier for our teams, and promote greater work-life balance! "",""attr_id"":310,""question"":""How would you describe the company’s work-life balance?"",""image_fid"":1707138,""image_uri"":""public://2022-06/Image from iOS (9).jpg"",""image_bix_type"":""adyq""},{""name"":"""",""title"":"""",""answer"":"""",""attr_id"":312,""question"":"""",""image_fid"":0,""image_uri"":"""",""image_bix_type"":""experience""}]","Flex splits your bills into smaller, stress-free payments throughout the month.",/company/flex
63565,9,Course Hero,2022-10-11T19:07:47Z,2006-01-01T00:00:00Z,309,"Course Hero is an online learning platform with over 60 million course-specific study resources contributed by our community of students and educators, and produced by our team of educational content specialists in collaboration with subject experts.

You’ll find practice problems, study guides, videos, class notes, and step-by-step explanations for every subject you’re studying—from economics to literature, biology to history, accounting to psychology, and everything in between. Through Course Hero, you can quickly find what you need to learn deeply.

We work closely with educators to help support student learning and complement what’s happening in the classroom. We want to see more students walking up to the podium on graduation day, proud of what they’ve accomplished, and ready to build great lives for themselves. We aim to help them get there.
",http://coursehero.com,"[{""name"":""Shannon"",""title"":""Staff Software Engineer"",""answer"":""Course Hero has allowed me to grow a ton in my first engineering job. I owe much of this to my smart but humble teammates. Also, our engineering organization really values each team member learning as much as possible, so they’ve let me try out any new technology I’ve been interested in & take on more and more responsibility in important projects."",""attr_id"":309,""question"":""What does career growth look like on your team?"",""image_fid"":1731375,""image_uri"":""public://2022-08/shannon.jpeg"",""image_bix_type"":""growth""},{""name"":""Sucheta"",""title"":""Lead Product Manager"",""answer"":""What excites me most is how we are trying to create an end to end delightful study experience for students who come to get unstuck. We have a rich content library on our site and our focus is all on how we can add more value on top of what already exists so that students feel more confident and have higher level of trust in what they are accessing."",""attr_id"":310,""question"":""What projects are you most excited about?"",""image_fid"":1731376,""image_uri"":""public://2022-08/32617026_10157898924294848_411154444697206784_n.jpeg"",""image_bix_type"":""adyq""},{""name"":""Saurabh"",""title"":""Senior Director, Machine Learning "",""answer"":""The Machine Learning group solves challenging problems spanning natural language processing, semantic search, and content recommendations. We encourage innovation via initiatives such as, prototyping latest AI deep learning algorithms, writing technical papers at top-tier conferences, and shipping products to demonstrate impact on business KPIs."",""attr_id"":311,""question"":""What unique initiatives do you have that encourage innovation?"",""image_fid"":1731377,""image_uri"":""public://2022-08/image_2.png"",""image_bix_type"":""leadership""},{""name"":""Sophine"",""title"":""Senior Director, Data Analytics & Insights"",""answer"":""Working closely with our stakeholders, we focus on democratizing data insights for everyone across the company, providing real-time information that powers all company decision-making. It’s a big endeavor for a growing team as we are constantly balancing sophistication and efficiency under evolving analytics capability."",""attr_id"":312,""question"":""What kinds of technical challenges do you and your team face?"",""image_fid"":1731378,""image_uri"":""public://2022-08/sophine.png"",""image_bix_type"":""experience""},{""name"":""Chuck"",""title"":""Staff Software Engineer"",""answer"":""Course Hero's work-life balance is perfect for me. Course Hero truly understands that work-life balance is a key to the long-term success of their employees. The leaders are proactively taking action to keep it right. Extra time off offered to employees to adapt to the stressful COVID-19 circumstances is a great example."",""attr_id"":313,""question"":""How would you describe the company’s work-life balance?"",""image_fid"":1731379,""image_uri"":""public://2022-08/chuck.jpeg"",""image_bix_type"":""culture""}]",Course Hero's mission is to be the go-to learning platform for every course.,/company/course-hero
63564,9,Corvus Insurance,2022-10-19T16:20:18Z,2017-01-01T00:00:00Z,230,"Our mission is to make the world a safe place.  We live out our mission by empowering commercial insurance brokers and policyholders to better predict and prevent loss through AI-driven Smart Commercial Insurance® policies. We’re inspired by the intelligent, tool-building corvid family of birds that gives us our name.",http://corvusinsurance.com,"[{""name"":""Amanda"",""title"":""Business Development Director - National Accounts"",""answer"":""Corvus has given me the freedom and autonomy to do my best work as well as a collaborative environment to make my ideas heard. With 3 promotions in just under two years, I’m stepping into a management role where I can take the skills I’ve developed as an independent contributor and use them to help my team find success nationally."",""attr_id"":309,""question"":""How does the company support your career growth?"",""image_fid"":1661602,""image_uri"":""public://2021-11/AmandaMirabile_0.png"",""image_bix_type"":""growth""},{""name"":""Aditya"",""title"":""VP of Product Management"",""answer"":""From a product management perspective, we’re accountable for making our products smarter by applying findings from new data sources. We make our clients smarter by delivering insights about the complex risks they face. Crows set the bar in smarts among birds,   and on the Corvus product management team we pursue the same standard."",""attr_id"":312,""question"":""What's the biggest problem your team is solving?"",""image_fid"":1661603,""image_uri"":""public://2021-11/Aditya Thaduri_0.png"",""image_bix_type"":""experience""},{""name"":""Sydney"",""title"":""Talent Acquisition Partner"",""answer"":""Finding ways for our teams to connect socially has been difficult during the pandemic, but cultivating human connections has never been more important! It’s been amazing to see the creative ways our teams have decided to spend collaborative time. From team Coffee Chats to Happy Hours and Trivia, we’re able to ensure that our nest feels connected."",""attr_id"":313,""question"":""What are some social events your company does?"",""image_fid"":1661604,""image_uri"":""public://2021-11/SydneyPellerin_0.png"",""image_bix_type"":""culture""}]","We're an insurtech company making insurance smarter, companies safer, & brokers more successful! ",/company/corvus-insurance
64895,9,Chime,2022-09-29T19:42:16Z,2013-01-01T00:00:00Z,1090,"Chime was created with the mission to make financial peace of mind a reality for millions of Americans. We're one of the fastest-growing financial technology companies in the U.S., offering banking services that are helpful, easy, and free—because we want to profit with our members, not from them. Our model doesn’t rely on overdraft, monthly service, minimum balance, or other member fees—it just focuses on delivering member value.

How does Chime work? We partner with regional banks to design member-first financial products. This creates a more competitive market with better, lower-cost options for everyday Americans who aren’t being served well by traditional banks. We offer access to bank accounts with fee-free overdraft, provide members the chance to receive early access to their paychecks, help them improve their credit, and more!

We help drive innovation, inclusion, and access across the industry with one of the most experienced leadership teams in fintech guiding us along the way. We were recently valued at over $25.5B and we’ve raised over $1.7B in funding from leading investors including Sequoia Capital Global Equities, SoftBank Vision Fund 2, General Atlantic, Tiger Global, Dragoneer, DST, Coatue, Iconiq, Menlo Ventures and others. 

Working at Chime means keeping our values in mind, putting our members first, and striving for long-term growth and success. To that end, we’re building an inclusive workplace where all perspectives and experiences are welcome on our team and creating an environment where every Chimer can thrive. If you’re passionate about applying technology to the challenge of making financial health a reality for everyone, Chime in–we want to hear from you! 💚

*Chime is a financial technology company, not a bank. Banking services provided by, and debit card issued by, The Bancorp Bank or Stride Bank, N.A.; Members FDIC.",https://www.chime.com/,"[{""name"":""Mike "",""title"":""Senior People Partner"",""answer"":""Chime understands that when they hire someone, they support the whole person, which means fantastic perks to help balance work and life, like talking to a professional career coach or a financial planner, family planning, legal services, and more.  "",""attr_id"":310,""question"":""How would you describe the company’s work-life balance?"",""image_fid"":1658761,""image_uri"":""public://2021-11/mikewinkler.jpeg"",""image_bix_type"":""adyq""},{""name"":""BerBer"",""title"":""Associate, Enterprise Risk Management"",""answer"":""“I joined Chime during the pandemic and wasn't able to meet most of my coworkers face to face. The virtual events put on by our amazing Workspace team and our CRGs have allowed me to meet tons of new Chimers that I otherwise would not have. Some of my favorite events to date have been dumpling making, cheese tasting, matcha making, and boba-making!"",""attr_id"":313,""question"":""What are some social events your company does?"",""image_fid"":1658762,""image_uri"":""public://2021-11/berber.jpeg"",""image_bix_type"":""culture""}]",,/company/chime
68759,9,GitLab,2022-10-18T15:58:31Z,2014-01-01T00:00:00Z,2050,"GitLab's DevOps platform empowers 100,000+ organizations to deliver software faster and more efficiently. We are one of the world’s largest all-remote companies with 1,400+ team members and values that guide a culture where people embrace the belief that everyone can contribute.",https://about.gitlab.com/?utm_medium=social&utm_source=linkedin&utm_campaign=profile,"[{""name"":""Chloe"",""title"":""Senior Technical Account Manager"",""answer"":""From starting a new role, to being promoted in that role twice now, GitLab has provided me with the resources and support I need to drive my own professional growth. One of the most inspiring things I discovered here is how genuinely team members want to help their colleagues succeed, and all you have to do is put in the work and ask for help."",""attr_id"":309,""question"":""How does the company support your career growth?"",""image_fid"":1665663,""image_uri"":""public://2021-12/Chloe.jpeg"",""image_bix_type"":""growth""},{""name"":""Chenje"",""title"":""Enterprise Technical Account Manager"",""answer"":""The most exciting projects I get the opportunity to work on during my day is partnering with large enterprise companies using GitLab to solve their problems and optimize their use of the solution. I greatly enjoy helping them with their DevOps transformation and ensuring that they reap the greatest possible return on their investment in GitLab."",""attr_id"":310,""question"":""What projects are you most excited about?"",""image_fid"":1666000,""image_uri"":""public://2021-12/chenje-headshot.jpg"",""image_bix_type"":""adyq""},{""name"":""Wayne"",""title"":""Director, Engineering"",""answer"":""I created the engineering director shadow program so that anyone at GitLab can shadow me for one week. This allows the shadow to learn the perspective and workload of an engineering director while also enabling them to learn how I make decisions and receive mentoring. It also allows me to get some “reverse mentoring” on my communication."",""attr_id"":311,""question"":""How do you make yourself accessible to the rest of the team?"",""image_fid"":1665185,""image_uri"":""public://2021-12/unnamed_1.png"",""image_bix_type"":""leadership""},{""name"":""Reshmi"",""title"":""Manager, Enterprise Solution Architecture "",""answer"":""We typically collaborate with the broader customer success team, sales teams & product teams to ensure that the customer is successful when partnering with us. We heavily rely on slack channels, docs, issues for async collaboration. We also initiate meetings at times when we are looking to resolve certain issues or brainstorm in a short time frame."",""attr_id"":312,""question"":""How do you collaborate with other teams in the company?"",""image_fid"":1665186,""image_uri"":""public://2021-12/1516576285463_0.jpeg"",""image_bix_type"":""experience""}]",GitLab is the DevOps platform.,/company/gitlab
